title,text,source,source_type,url,published,collected_at,full_text,auto_sentiment,manual_sentiment
"November 07, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 07, 2019, Thursday. ",Neutral,
"November 06, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 06, 2019, Wednesday. ",Neutral,
"November 05, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 05, 2019, Tuesday. ",Neutral,
"November 04, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 04, 2019, Monday. ",Neutral,
"November 03, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 03, 2019, Sunday. ",Neutral,
"November 02, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 02, 2019, Saturday. ",Neutral,
"November 01, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 01, 2019, Friday. ",Neutral,
"October 31, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 31, 2019, Thursday. ",Neutral,
"October 30, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 30, 2019, Wednesday. ",Neutral,
"October 29, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 29, 2019, Tuesday. ",Neutral,
"October 28, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 28, 2019, Monday. ",Neutral,
"October 27, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 27, 2019, Sunday. ",Neutral,
"October 26, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 26, 2019, Saturday. ",Neutral,
"October 25, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 25, 2019, Friday. ",Neutral,
"October 24, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 24, 2019, Thursday. ",Neutral,
"October 23, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 23, 2019, Wednesday. ",Neutral,
"October 22, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 22, 2019, Tuesday. ",Neutral,
"October 21, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 21, 2019, Monday. ",Neutral,
"October 20, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 20, 2019, Sunday. ",Neutral,
"October 19, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 19, 2019, Saturday. ",Neutral,
"October 18, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 18, 2019, Friday. ",Neutral,
"October 17, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 17, 2019, Thursday. ",Neutral,
"October 16, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 16, 2019, Wednesday. ",Neutral,
"October 15, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 15, 2019, Tuesday. ",Neutral,
"October 14, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 14, 2019, Monday. ",Neutral,
"October 12, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 12, 2019, Saturday. ",Neutral,
"October 11, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 11, 2019, Friday. ",Neutral,
"October 10, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 10, 2019, Thursday. ",Neutral,
"October 09, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 09, 2019, Wednesday. ",Neutral,
"October 08, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 08, 2019, Tuesday. ",Neutral,
"October 07, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 07, 2019, Monday. ",Neutral,
"October 06, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 06, 2019, Sunday. ",Neutral,
"October 05, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 05, 2019, Saturday. ",Neutral,
"October 04, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 04, 2019, Friday. ",Neutral,
"October 03, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 03, 2019, Thursday. ",Neutral,
"October 02, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 02, 2019, Wednesday. ",Neutral,
"October 01, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 01, 2019, Tuesday. ",Neutral,
"September 30, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 30, 2019, Monday. ",Neutral,
"September 29, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 29, 2019, Sunday. ",Neutral,
"September 28, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 28, 2019, Saturday. ",Neutral,
"September 27, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 27, 2019, Friday. ",Neutral,
"September 26, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 26, 2019, Thursday. ",Neutral,
"September 25, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 25, 2019, Wednesday. ",Neutral,
"September 24, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 24, 2019, Tuesday. ",Neutral,
"September 23, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 23, 2019, Monday. ",Neutral,
"September 22, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 22, 2019, Sunday. ",Neutral,
"September 21, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 21, 2019, Saturday. ",Neutral,
"September 20, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 20, 2019, Friday. ",Neutral,
"September 19, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 19, 2019, Thursday. ",Neutral,
"September 18, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 18, 2019, Wednesday. ",Neutral,
"September 17, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 17, 2019, Tuesday. ",Neutral,
"September 16, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 16, 2019, Monday. ",Neutral,
"September 15, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 15, 2019, Sunday. ",Neutral,
"September 14, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 14, 2019, Saturday. ",Neutral,
"September 13, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 13, 2019, Friday. ",Neutral,
"September 12, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 12, 2019, Thursday. ",Neutral,
"September 11, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 11, 2019, Wednesday. ",Neutral,
"September 10, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 10, 2019, Tuesday. ",Neutral,
"September 09, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 09, 2019, Monday. ",Neutral,
"September 08, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 08, 2019, Sunday. ",Neutral,
"September 07, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 07, 2019, Saturday. ",Neutral,
"September 06, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 06, 2019, Friday. ",Neutral,
"September 05, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 05, 2019, Thursday. ",Neutral,
"September 04, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 04, 2019, Wednesday. ",Neutral,
"September 03, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 03, 2019, Tuesday. ",Neutral,
"September 02, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 02, 2019, Monday. ",Neutral,
"September 01, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 01, 2019, Sunday. ",Neutral,
"August 31, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 31, 2019, Saturday. ",Neutral,
"August 30, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 30, 2019, Friday. ",Neutral,
"August 29, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 29, 2019, Thursday. ",Neutral,
"August 28, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 28, 2019, Wednesday. ",Neutral,
"August 27, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 27, 2019, Tuesday. ",Neutral,
"August 26, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 26, 2019, Monday. ",Neutral,
"August 25, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 25, 2019, Sunday. ",Neutral,
"August 24, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 24, 2019, Saturday. ",Neutral,
"August 23, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 23, 2019, Friday. ",Neutral,
"August 22, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 22, 2019, Thursday. ",Neutral,
"August 21, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 21, 2019, Wednesday. ",Neutral,
"August 20, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 20, 2019, Tuesday. ",Neutral,
"August 19, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 19, 2019, Monday. ",Neutral,
"August 18, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 18, 2019, Sunday. ",Neutral,
"August 17, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 17, 2019, Saturday. ",Neutral,
"August 16, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 16, 2019, Friday. ",Neutral,
"August 15, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 15, 2019, Thursday. ",Neutral,
"August 14, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 14, 2019, Wednesday. ",Neutral,
"August 13, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 13, 2019, Tuesday. ",Neutral,
"August 12, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 12, 2019, Monday. ",Neutral,
"August 11, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 11, 2019, Sunday. ",Neutral,
"August 10, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 10, 2019, Saturday. ",Neutral,
"August 09, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 09, 2019, Friday. ",Neutral,
"August 08, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 08, 2019, Thursday. ",Neutral,
"August 07, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 07, 2019, Wednesday. ",Neutral,
"August 06, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 06, 2019, Tuesday. ",Neutral,
"August 05, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 05, 2019, Monday. ",Neutral,
"August 04, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 04, 2019, Sunday. ",Neutral,
"August 03, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 03, 2019, Saturday. ",Neutral,
"August 02, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 02, 2019, Friday. ",Neutral,
"August 01, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 01, 2019, Thursday. ",Neutral,
"July 31, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 31, 2019, Wednesday. ",Neutral,
"July 30, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 30, 2019, Tuesday. ",Neutral,
"July 29, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 29, 2019, Monday. ",Neutral,
"July 28, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 28, 2019, Sunday. ",Neutral,
"July 25, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 25, 2019, Thursday. ",Neutral,
"July 24, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 24, 2019, Wednesday. ",Neutral,
"July 23, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 23, 2019, Tuesday. ",Neutral,
"July 22, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 22, 2019, Monday. ",Neutral,
"July 20, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 20, 2019, Saturday. ",Neutral,
"July 19, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 19, 2019, Friday. ",Neutral,
"July 18, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 18, 2019, Thursday. ",Neutral,
"July 17, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 17, 2019, Wednesday. ",Neutral,
"July 16, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 16, 2019, Tuesday. ",Neutral,
"July 15, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 15, 2019, Monday. ",Neutral,
"July 14, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 14, 2019, Sunday. ",Neutral,
"July 13, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 13, 2019, Saturday. ",Neutral,
"July 12, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 12, 2019, Friday. ",Neutral,
"July 11, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 11, 2019, Thursday. ",Neutral,
"July 10, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 10, 2019, Wednesday. ",Neutral,
"July 09, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 09, 2019, Tuesday. ",Neutral,
"July 08, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 08, 2019, Monday. ",Neutral,
"July 07, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 07, 2019, Sunday. ",Neutral,
"July 06, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 06, 2019, Saturday. ",Neutral,
"July 05, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 05, 2019, Friday. ",Neutral,
"July 04, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 04, 2019, Thursday. ",Neutral,
"July 03, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 03, 2019, Wednesday. ",Neutral,
"July 02, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 02, 2019, Tuesday. ",Neutral,
"July 01, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 01, 2019, Monday. ",Neutral,
"June 30, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 30, 2019, Sunday. ",Neutral,
"June 29, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 29, 2019, Saturday. ",Neutral,
"June 28, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 28, 2019, Friday. ",Neutral,
"June 27, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 27, 2019, Thursday. ",Neutral,
"June 25, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 25, 2019, Tuesday. ",Neutral,
"June 24, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 24, 2019, Monday. ",Neutral,
"June 22, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 22, 2019, Saturday. ",Neutral,
"June 21, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 21, 2019, Friday. ",Neutral,
"June 20, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 20, 2019, Thursday. ",Neutral,
"June 19, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 19, 2019, Wednesday. ",Neutral,
"June 18, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 18, 2019, Tuesday. ",Neutral,
"June 17, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 17, 2019, Monday. ",Neutral,
"June 15, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 15, 2019, Saturday. ",Neutral,
"June 14, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 14, 2019, Friday. ",Neutral,
"June 13, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 13, 2019, Thursday. ",Neutral,
"June 12, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 12, 2019, Wednesday. ",Neutral,
"June 11, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 11, 2019, Tuesday. ",Neutral,
"June 10, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 10, 2019, Monday. ",Neutral,
"June 09, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 09, 2019, Sunday. ",Neutral,
"June 08, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 08, 2019, Saturday. ",Neutral,
"June 07, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 07, 2019, Friday. ",Neutral,
"June 06, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 06, 2019, Thursday. ",Neutral,
"June 05, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 05, 2019, Wednesday. ",Neutral,
"June 04, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 04, 2019, Tuesday. ",Neutral,
"June 03, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 03, 2019, Monday. ",Neutral,
"June 02, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 02, 2019, Sunday. ",Neutral,
"June 01, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 01, 2019, Saturday. ",Neutral,
"May 31, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 31, 2019, Friday. ",Neutral,
"May 30, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 30, 2019, Thursday. ",Neutral,
"May 29, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 29, 2019, Wednesday. ",Neutral,
"May 28, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 28, 2019, Tuesday. ",Neutral,
"May 27, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 27, 2019, Monday. ",Neutral,
"May 26, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 26, 2019, Sunday. ",Neutral,
"May 25, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 25, 2019, Saturday. ",Neutral,
"May 24, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 24, 2019, Friday. ",Neutral,
"May 23, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 23, 2019, Thursday. ",Neutral,
"May 22, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 22, 2019, Wednesday. ",Neutral,
"May 21, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 21, 2019, Tuesday. ",Neutral,
"May 20, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 20, 2019, Monday. ",Neutral,
